freq_ghz,s11_re,s11_im,s11_db,zin_re_ohm,zin_im_ohm
1.5455999999999999,0.13748115626582139,0.19888042393554692,-12.331821141878006,120.17293013230527,50.767685833121995
1.5464,0.1379002080681389,0.19834930724642433,-12.338927905162526,120.32852319822935,50.69251883829553
1.5472000000000001,0.13831468937646813,0.1978166733771356,-12.34611707266268,120.48334671284357,50.616253572004695
1.548,0.1387246033943557,0.1972825482362361,-12.353388691882328,120.63739275767077,50.53889528364508
1.5488,0.1391299533904192,0.19674695761046324,-12.360742813362398,120.79065344493664,50.46044929220096
1.5495999999999999,0.13953074269744156,0.19620992716567337,-12.368179490681118,120.94312091840719,50.38092098613358
1.5504,0.1399269747114811,0.1956714824477723,-12.375698780454506,121.09478735422742,50.30031582325706
1.5512000000000001,0.14031865289099643,0.19513164888364404,-12.383300742337047,121.2456449617604,50.218639330602564
1.552,0.14070578075598544,0.19459045178207401,-12.390985439022643,121.39568598442628,50.13589710426972
1.5528,0.1410883618871395,0.19404791633466847,-12.398752936245794,121.54490270054177,50.05209480926616
1.5535999999999999,0.14146639992501103,0.19350406761677086,-12.406603302782973,121.69328742415922,49.96723817933478
1.5544,0.14183989856919596,0.192958930588373,-12.414536610454256,121.84083250590544,49.88133301676864
1.5552000000000001,0.1422088615775289,0.19241253009502296,-12.4225529341252,121.98753033381972,49.794385192213554
1.556,0.14257329276529374,0.1918648908687285,-12.430652351708906,122.13337333419169,49.7064006444586
1.5568,0.14293319600444684,0.1913160375288554,-12.438834944168374,122.27835397239792,49.61738538021375
1.5575999999999999,0.14328857522285382,0.19076599458302315,-12.447100795519045,122.42246475373757,49.52734547387589
1.5584,0.1436394344035397,0.1902147864279956,-12.455449992831596,122.56569822426638,49.43628706728195
1.5592000000000001,0.14398577758395228,0.18966243735056734,-12.463882626234952,122.70804697162984,49.34421636945
1.56,0.14432760885523838,0.18910897152844544,-12.472398788919577,122.84950362589385,49.25113965630764
1.5608,0.14466493236153352,0.1885544130311274,-12.48099857714093,122.99006086037444,49.15706327040856
1.5615999999999999,0.14499775229926343,0.18799878582077473,-12.489682090223218,123.12971139246449,49.06199362063626
1.5624,0.14532607291645863,0.1874421137530809,-12.498449430563376,123.26844798445894,48.96593718189568
1.5632000000000001,0.1456498985120816,0.18688442057813753,-12.507300703635227,123.40626344437686,48.868900494792676
1.564,0.14596923343536586,0.18632572994129323,-12.516236017993947,123.54315062678148,48.770890165300926
1.5648,0.14628408208516758,0.18576606538400892,-12.525255485280756,123.67910243359695,48.67191286441641
1.5655999999999999,0.14659444890932907,0.18520545034470998,-12.534359220227785,123.81411181492204,48.57197532780034
1.5664,0.1469003384040537,0.18464390815963155,-12.54354734066329,123.94817176984088,48.47108435540889
1.5672000000000001,0.14720175511329353,0.18408146206366163,-12.55281996751699,124.08127534722989,48.36924681111174
1.568,0.14749870362814754,0.18351813519117813,-12.562177224825719,124.21341564656103,48.26646962229767
1.5688,0.14779118858627208,0.1829539505768808,-12.571619239739306,124.34458581870184,48.16275977946828
1.5695999999999999,0.14807921467130264,0.18238893115662047,-12.581146142526677,124.47477906671048,48.05812433581986
1.5704,0.1483627866122859,0.18182309976822217,-12.590758066582207,124.60398864662717,47.95257040681293
1.5712000000000002,0.14864190918312434,0.18125647915230403,-12.600455148432324,124.73220786826097,47.84610516972991
1.572,0.1489165872020304,0.18068909195309182,-12.610237527742331,124.85943009597175,47.738735863220896
1.5728,0.14918682553099297,0.18012096071922787,-12.620105347323507,124.98564874944779,47.63046978683742
1.5735999999999999,0.14945262907525309,0.17955210790457624,-12.630058753140418,125.11085730447793,47.52131430055459
1.5744,0.14971400278279132,0.1789825558690227,-12.640097894318508,125.23504929371828,47.41127682428113
1.5752000000000002,0.14997095164382515,0.1784123268792706,-12.650222923151876,125.35821830745431,47.300364837358316
1.576,0.1502234806903167,0.17784144310963107,-12.660433995111367,125.4803579943563,47.18858587804665
1.5768,0.15047159499549126,0.17726992664280858,-12.67073126885288,125.60146206223,47.07594754300137
1.5776,0.15071529967336514,0.17669779947068265,-12.681114906225906,125.72152427876034,46.96245748673636
1.5784,0.1509545998782841,0.17612508349508355,-12.691585072282354,125.84053847224956,46.84812342107668
1.5792000000000002,0.1511895008044715,0.17555180052856456,-12.702141935285574,125.95849853234868,46.732953114599965
1.58,0.15142000768558603,0.1749779722951683,-12.712785666719677,126.07539841078251,46.616954392066326
1.5808,0.1516461257942898,0.1744036204311881,-12.72351644129909,126.19123212206779,46.500135133837226
1.5816,0.15186786044182513,0.17382876648592577,-12.734334436978347,126.3059937442245,46.38250327528342
1.5824,0.15208521697760158,0.1732534319224433,-12.745239834962147,126.41967741947998,46.26406680618187
1.5832000000000002,0.15229820078879142,0.17267763811831072,-12.75623281971567,126.53227735496544,46.14483377010189
1.584,0.15250681729993523,0.1721014063663484,-12.767313578975113,126.6437878234056,46.024812263780575
1.5848,0.1527110719725567,0.1715247578753643,-12.778482303758523,126.75420316380011,45.904010436487404
1.5856,0.15291097030478526,0.1709477137708871,-12.789739188376874,126.8635177820973,45.782436489378625
1.5864,0.15310651783098905,0.17037029509589388,-12.801084430445366,126.97172615185977,45.66009867484103
1.5872000000000002,0.153297720121416,0.1697925228115336,-12.812518230895012,127.0788228149221,45.5370052958258
1.588,0.15348458278184335,0.16921441779784469,-12.82404079398449,127.18480238203965,45.41316470517165
1.5888,0.15366711145323703,0.16863600085446817,-12.835652327312225,127.2896595335293,45.28858530491834
1.5896,0.15384531181141808,0.16805729270135625,-12.847353041828741,127.39338901990114,45.1632755456103
1.5904,0.15401918956673874,0.1674783139794755,-12.859143151849281,127.4959856624816,45.037243925590296
1.5912000000000002,0.15418875046376562,0.1668990852515057,-12.871022875066672,127.59744435402682,44.91049899028358
1.592,0.15435400028097263,0.16631962700253308,-12.882992432564455,127.69776005932776,44.7830493314726
1.5928,0.15451494483044081,0.1657399596407385,-12.895052048830305,127.79692781580518,44.65490358656207
